Identifier,Archive Location,Publication Year,ARCGIS_Year,Heb_year,Original_Cal_Type,Author,Title,English_Title,Press,Press Adress,Place,Longitude,Latitude,Accurate,Language_Code,Book_URL,Notes,Thumbnail_Name,Thumbnail_Wiki_URL,Thumbnail_ImageURL,Wiki_URL,WorldCat_Genre,WorldCat_Subject_Tags,WorldCat_Description,WorldCat_Notes,Reason_skipped_subjectTag,Date_Added,Data_Mod,Pages,Rights,MARC2_Tags,Translator,OCLC_Number,Provenance
115,JA 0010,1908,1/1/08,,,,Haftarat Tishah be-Av,,,,Baghdad,33.3128057,44.3614875,,jrb,https://drive.google.com/open?id=11yOhHCxoEre9EliKnlQHey3QlEnj6GcX,,JA0050,,https://drive.google.com/open?id=1gD1HY5tWRE2YNtlBqS7REOTS8VwujZzl,,,,,,,,,,,,,,
85,JA 0440,,01/01/1800,,,,Haftarat Tishah be-Av : ... be-sharh Arvi,,Tsiyon Uzan & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,,,JA0051,,https://drive.google.com/open?id=1Fhb9StSjhInFBcw-kSo3j8LjDn_XRdQz,,,Haftarot; Commentaries; Judeo-Arabic; literature,,,,,,,,,,,
86,JA 0009,1864,01/01/1864,,,,Haftarat Tishah be-Av ke-minhag Bagdad im targum Arvi,,,,Livorno,43.548473,10.3105674,,jrb,https://drive.google.com/open?id=1Z8jMwciVcTLn6DS8SmNdZaL9_lelpTo4,,JA0054,,https://drive.google.com/open?id=1G0HLe_nnFwDZ7VmvGRytC05O2ak43Pb2,,,Ninth; of; Av,,,,,,,,,,,
1,HL 0128,,01/01/1800,,,,Hagadah gedolah ...sharh al-Arabi,The Great Hagadah: explained in Arabic,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,,,,,,,,,,,,,,,,,,,
314,BL 0252,1890,01/01/1890,,,"Zomerhoizen, Tsevi Hirsh",Hagadah shel Purim : nisdar ke-seder Hagadah shel Pesah,Purim Hagadah : arranged in the manner of the Passover Hagadah,Jacob Guedj Press,Chemin de Ceinture de la Cit_-Bugeaud 2 Faubourg Bab el-Oued,Algiers,36.6997294,3.0576199,,jrb,https://drive.google.com/open?id=1D5-vtlXBW2QQf13vm6xiJNUrjiBk2w6n,,,,,,,Purim; parodies,,,,,,,,,,,
244,HL 0154-0155,1938,1/1/38,,,"Harush, Eliyahu Ben",Hagadah. shel Pesah im perush Kos Eliyahu,Passover Hagadah with Kos Eliyahu commentary,Hai Haddad Press,,Djerba,33.8787981,10.850791,,jrb,,,JA0056-0061,,https://drive.google.com/open?id=16iIV33K4Jcb6v1FQWDLnbHT8ZbRKFE-M,,,Judaism; Sephardic; rite; Liturgy; Texts; Haggadah; (Sephardic); Haggadot ,,,,,,,,,,,
307,RT 0137-0138,1932,1/1/32,,,"Uzan, Tsiyon",Hasde Avot,,Tsiyon Uzan Press,,Tunis,36.8064948,10.1815316,,jrb,,,JA0062,,https://drive.google.com/open?id=1Co-KoD9E9vITLgGu7cWWQFGRv04u61WU,,,Mishnah; Avot; Commentaries,,,,,,,,,,,
212,JA 0365,1892,01/01/1892,,,"Farhi, Lazzero",Haslat Kamil al-awsaf maa al-Ahraimi,The Embarassment of the one with Perfect Qualities with Al-Ahraimi,Imprimerie Uzan et Castro,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1SdpyQIEvnOF5WNpc8ZaIPG-DGI6FwS6N,,JA0063-JA0065,,https://drive.google.com/open?id=1OdxyYNjL2M1gAiRkXnHTw5Fy3t6X343n,,,,,,,,,,,,,,
192,RE 0092-0095,1923,1/1/23,,,"Cohen, Shalom",Hayim ve-Shalom musarim...[im targum le-Arvit be-shem] Divre Shalom,,David Aydan Press,,Djerba,33.8787981,10.850791,,jrb,,,JA0066,,https://drive.google.com/open?id=1jggQFhXYvZsQIgZmOGWryhL3QJH161-G,,,Jewish; ethics,,,,,,,,,,,
38,JA 0203,,01/01/1800,,,,Hikayat Abu al-Hasan maa Shajarat al-Dur,Abu al-Hasan with Shajarat al-Durr (d. 1257),Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1HnnhRTDJ8OK8lztoKHKdJmZiHPDAf_Xw,Shajarat al-Durr (Tree of Pearls) was a 13th century female sultan who fought the crusaders and minted her own coins.,JA0067,,https://drive.google.com/open?id=1PdUcyw0jqWbrKgTj3Tk8npcYxj8J493l,,,,,,,,,,,,,,
27,JA 0191-0192,,01/01/1800,,,,Hikayat Ajib wa-Gharib,Wondrous and Strange,"Uzan Père & Sons Press and Fils,",,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/drive/folders/1mbjtxxf9hXwnduIQ8dp3JIN10HuJCPPm,,JA0068b,,https://drive.google.com/open?id=1KgmRjDBPtx_y8d2mFezYgL2z5lxdAISx,,,,,,,,,,,,,,
33,JA 0199,,01/01/1800,,,,Hikayat al-ab al-dalim,The Abusive Father,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1HP-u3mcmk1vHEH1Lv133ELW8_YJQ-_xQ,,JA0068a,,https://drive.google.com/open?id=1R_KTp9HF516cbAViHgRtO_1zxV7lETuk,,,Judeo-Arabic; literature,,,,,,,,,,,
175,JA 0151,,01/01/1800,,,"Bijaoui, Yosef de Avraham",Hikayat al-ahdab,The Hunchback,J. Guedj Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1I7Molbv7qNiDE0EZ0tLXdxCoE9DLQz7x,,JA0069,,https://drive.google.com/open?id=1q7GiZwrpfpCO8lahHC7-aaGjbhX_FrR3,,,,,,,,,,,,,,
35,JA 0200-0201,,01/01/1800,,,,Hikayat al-Anka' bint al-Malik Bahram Jur wa-Harun al-Rashid maa jariyatihu Tuhfat al-Sudur,,,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1VXsEbtOYSYViYeQV5_pqtVNXEaefaoiW,,JA0070,,https://drive.google.com/open?id=1h4e4kyRCa43AkoOOga9xKWGSuVynmcFB,,,Judeo-Arabic; literature,,,,,,,,,,,
124,JA 0182-0183,1934,1/1/34,,,,Hikayat al-ankah,The Phoenix,Uzan Père & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/drive/folders/1eqJk-9HQX9oW8vOg433ckc3XNGpeqYbL,,JA0071,,https://drive.google.com/open?id=1b_ycowZ1CJRFLNvqfHLja5S9PDyjgRup,,,"Ha_ru_n; al-Rashi_d,; Caliph,; approximately; 763-809; Fiction; Judeo-Arabic; language; Texts ",,,,,,,,,,,
12,JA 0174,,01/01/1800,,,,Hikayat al-arbaah al-as'hab,The Four Friends,Uzan Père & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1LgbydggT0z0m_5SjJkHhpTPVCt-EkvaQ,,JA0072,,https://drive.google.com/open?id=1Fw_n1_rWleYwVM-zkLXiG99IIdIUF-Tz,,,,,,,,,,,,,,
294,JA 0439,,01/01/1800,,,"Sitruk, Hai",Hikayat al-bankir Alfons di Lojik,The Banker Alphonse de Logique,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=16pGmB3J6fKnYw94UaYsrwFEM3RqRyux8,,JA0073-JA0075,,https://drive.google.com/open?id=1R9JKaPxGKj_LrJYa4lSN-mJXk97ua8Yu,,,Judeo-Arabic; literature,,,,,,,,,,,
213,JA 0379,1892,01/01/1892,,,"Farhi, Lazzero",Hikayat al-bint fariya,,Uzan & Kastro Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=11yuqX2DN7A5InkgpF2yjgcf2MzgM7xpo,,JA0073-JA0075,,https://drive.google.com/open?id=1-b5n4YXm6NIt7kz8_MXV4rBh1YPviQXL,,,,,,,,,,,,,,
240,JA 0156,,01/01/1800,,,"Hagège, Daniel",Hikayat al-bunayyah al-matlufat,,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1Z5REfq39-Hq0tTQwAZZeU-gssgpgghUl,,JA0076-JA0078,,https://drive.google.com/open?id=1-b5n4YXm6NIt7kz8_MXV4rBh1YPviQXL,,,Judeo-Arabic; literature,,,,,,,,,,,
26,JA 0190,,01/01/1800,,,,Hikayat al-Fandari wa-Abd al-Kahal,Yahya al-Fandari and Abd Lakhal,Otsar ha-Ivri [Hebrew Publishing],,Djerba,33.8787981,10.850791,,jrb,https://drive.google.com/open?id=1Ssc6YGLM-yiHs_WSUhnV153Pe2a3qHCZ,,,,,,,,,,,,,,,,,,
28,JA 0193,,01/01/1800,,,,Hikayat al-Haskah wa-al-saba banat,The Oil Lamp and the Seven Daughters,"Uzan Père & Sons Press and Fils,",,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=12W3f3Wj46zQN_z4lGKNHeSJ47vqz6XWn,,JA0079,,https://drive.google.com/open?id=1HdRBOsB6zvsvSFZdkBE-ofcMy8OTeZZX,,,,,,,,,,,,,,
32,JA 0197-0198,,01/01/1800,,,,Hikayat al-hub al-majhul,,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1PcSQeZp5AInVWy2V4trlaVt7Y-WYHhxA,,JA0080,,https://drive.google.com/open?id=1lwIyOes4vSaOyXMubsurjy4kykFh3uuo,,,Judeo-Arabic; language; Texts; literature,,,,,,,,,,,
237,JA 0151,,01/01/1800,,,"Hagège, Daniel",Hikayat al-ishk wa-al-hub ma fihum tib,Passion and Love Have no Remedy,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1Sw_rkP404Gs77p3mQCjrq-QDvk3KrClf,,JA0080,,https://drive.google.com/open?id=1lwIyOes4vSaOyXMubsurjy4kykFh3uuo,,,Judeo-Arabic; literature,,,,,,,,,,,
34,JA 0199,,01/01/1800,,,,Hikayat al-karamah min al-jadud,,Kastro Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1E5qSNaZ539zdmHrehR7eG1fZbTnVOAd6,,JA0081,,https://drive.google.com/open?id=14NdnA4Mhniu-3YhscgWSodYmArrpTw-r,,,Judeo-Arabic; literature,,,,,,,,,,,
278,JA 0291,,01/01/1800,,,"Nadjar, Makhlouf",Hikayat al-kharuf,The Lamb,Imprimerie Maklouf Nadjar,AVenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1beUtBT7SYqV24szdJ53Nsu4uwcrgvAou,,JA0082,,https://drive.google.com/open?id=1mLUAbaq_sQ4nts2v2pzjJONVoyyBrctC,,,,,,,,,,,,,,
277,JA 0291,,01/01/1800,,,"Nadjar, Makhlouf",Hikayat al-kharuf,The Lamb,Makhlouf Nadjar Press,AVenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1beUtBT7SYqV24szdJ53Nsu4uwcrgvAou,,JA0083-JA0084,,https://drive.google.com/open?id=1KGVTlkrMc9BRyh0Z3cOOYDV-cfMXxB9J,,,,,,,,,,,,,,
25,JA 0189,,01/01/1800,,,,Hikayat al-khayut al-musatak,,"Mardoch_e Uzan and Frère,",,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1XU3f8d3zHY401-CpoJk5QzBk1PxNJ8Ms,,JA0085-JA0087,,https://drive.google.com/open?id=1iodQJLhEHvuZXpEw5M8q0KBMk_ozqR5M,,,,,,,,,,,,,,
22,JA 0187,,01/01/1800,,,,Hikayat al-lis al-sharif,The Honorable Thief or the Murder of her Child,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1PjwwlZ-qsCnLglzySI0l_DJJW5XDtoAS,Book about an American named John Sinclair from New York/Clapstone Virginia ,JA0088-JA0091,,https://drive.google.com/open?id=1juKFRbJHYmHa0bBH_voFL20p5AXZQN4y,,,,,,,,,,,,,,
13,JA 0175-0176,,01/01/1800,,,,Hikayat al-maghdur wa-akbat al-ghadadarin,,Uzan Père & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/drive/folders/1_BQ1cgmU7QwJ1oReeIcjoc0dCSMdBNVv,"says it's a translation from the Holy Tongue (Hebrew) into ""berber"" Arabic",JA0092,,https://drive.google.com/open?id=1NDWPbKl6Cowm_EhEIo_vYkrQPfKRt4pG,,,,,,,,,,,,,,
77,JA 0400,,01/01/1800,,,,Hikayat al-marah al-sharifah wa-hikayat al-marah al-muhtalah,The Respectable Woman and the Crooked Woman,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1qp3pPL-re5dta5AGMIp48pgPzw3UkwxM,,JA0093,,https://drive.google.com/open?id=1eBS_Z3Lf5kVSWGZnhlzpe13FKmvi9K_V,,,Judeo-Arabic; language; Texts,,,,,,,,,,,
198,JA 0195,1919,1/1/19,,,"Cohen, Victor",Hikayat al-Samsuniyyah o al-ghadirah aladi wakaat fi Namsa,,Imprimerie de l'Orient (69 Rue de la Kasbah),69 Rue de la Kasbah,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1GoyKnIYPJfHuDqZpweKrr4eHnxe0HRdH,,JA0094a,,https://drive.google.com/open?id=1thHCh-2tWpyXPxx82IjvzPiZAmmPw23a,,,,,,,,,,,,,,
16,JA 0184,,01/01/1800,,,,Hikayat al-sayyad al-Misri,The Egyptian Fisherman,"Mardoch_e Uzan and Frère,",,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1wki9GcgMyq4nuOzx64d0X7Ny--0zgkBX,,JA0094b,,https://drive.google.com/open?id=1j5rrgU4cBwUJQHaFKhN2kHMm8Cgx_N3x,,,,,,,,,,,,,,
37,JA 0202,,01/01/1800,,,,Hikayat al-shab al-ashik,The Young Lover,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1V6r6bsOlznxnSsWRX0yjPpxkn61hjUj1,,JA0094b,,https://drive.google.com/open?id=1j5rrgU4cBwUJQHaFKhN2kHMm8Cgx_N3x,,,Judeo-Arabic; literature,,,,,,,,,,,
18,JA 0185,,01/01/1800,,,,Hikayat al-shab al-Baghdadi,The Baghdadi Boy,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1G4VC12nbJ2htBRSGof6ZgBK_XdNr9PqR,,JA0095a,,https://drive.google.com/open?id=1rtASYB1jx8N9kqnF-WOJY9Iuz3LIWo99,,,Judeo-Arabic; literature,,,,,,,,,,,
123,JA 0180-0181,1934,1/1/34,,,,"Hikayat al-Sindbad, al-barri wa-al-bahri","al-Sindbad, the landman and sailor",Uzan Père & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/drive/folders/13U5v6OF2MhX5C4sum0EQ_kjForLMk_uj,,JA0095b,,https://drive.google.com/open?id=1_TsYmAMAqcTLkPlu58qJ2i74al59_ZCk,,,,,,,,,,,,,,
15,JA 0179,,01/01/1800,,,,Hikayat al-sultan Brahim walad Harun al-Rashid,Sultan Brahim begets Harun al-Rashid,Uzan Père & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1OgtgyiIUKMSwdtiNMnqKLlWfyt-FtfWu,,JA0096-JA0103,,https://drive.google.com/open?id=1sy_5wDOMUbgU3chuWc45RxCWK3LBrABv,,,,,,,,,,,,,,
3,JA 0056-0061,,01/01/1800,,,,Hikayat alf laylah wa-laylah,1001 Nights,,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1_p4qKLjjLNvvXR0kZ23HtxXtybKPXCMb,,JA0104-0122,,https://drive.google.com/open?id=1wejvI_e19YsJsFqxtIaNKuZEIHfcxZEC,,,Judeo-Arabic; literature,,,,,,,,,,,
39,JA 0204,,01/01/1800,,,,Hikayat anis al-jalis,[The Slave Girl] Anis al-Jalis and the two viziers,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1m_EGazaP5jJ_zuB0Ty3V1fkxs1h_U3P7,,JA0123-JA0125,,https://drive.google.com/open?id=13cSGdXWLXkFXX0tSnjKnNp0udO1vKJF1,,,,,,,,,,,,,,
285,BL 0403-0404,1943,1/1/43,,,"Plungian, Mordecai",Hikayat Aviezer : tarjamat kitab Shevet Eloha,Aviezer: translation of the book Shevet Eloha,Hai Haddad Press,,Djerba,33.8787981,10.850791,,jrb,,,JA0126,,https://drive.google.com/open?id=1Of-fcVW5KFDAFAyzdcxv21gJvAjiU3yW,,,,,,,,,,,,,,
21,JA 0186,,01/01/1800,,,,Hikayat ba Nasim al-Tukarli hikayat mudhikah tuzahi al-bayt; wa-hikayat Muhamad al-Dimashki; hikayat gharibah fi hawadit al-ifrit,The Tale of Ba/(A)bou Nasim al-Takarli: a funny -- ; and the Tale of Muhammad al-Dimashki: a strange tale surrounding an Ifrit,Uzan Father & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1hAqJOymUqkanlGwgTkAbd5xeWW53Cl2j,,JA0127a,,https://drive.google.com/open?id=1eYzOCtNjBYG7QkHpqkhbyFMafJjY-k06,,,,,,,,,,,,,,
106,JA 0189,1900,01/01/1900,,,,Hikayat bin Qamriyah,The Tale of bin Qamriyyah,Uzan Père & Sons Press and sons,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1X2GTK_VoqKgk6i-cwGrotjvwYszGlZrO,,JA0127b,,https://drive.google.com/open?id=154ZRfrsCgm6T02kV2DZYTkB0AUm74uMv,,,Judeo-Arabic; literature,,,,,,,,,,,
176,JA 0178,,01/01/1800,,,"Bijaoui, Yosef de Avraham",Hikayat bint al-markiz wa-nakkash Pariz,The Marquis' Daughter (La Fille du Marquis) and the Talk of Paris (trans. from Alexandre Dumas' La Fille du Marquis),Uzan Père et fils,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1JizOPC0f-0cXPZFThvi2wDYpttYplkTk,,JA0127b,,https://drive.google.com/open?id=154ZRfrsCgm6T02kV2DZYTkB0AUm74uMv,,,Judeo-Arabic; language; Texts,,,,,,,,,,,
261,JA 0258-0259,,01/01/1800,,,"Maarek, Masud",Hikayat dulm al-ibad,The Injustice/Oppression of Individuals,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1ZmMv4v6-lKe6ksKyGXKW-7dI7pA-aaTn,,JA0128,,https://drive.google.com/open?id=1uxn613hE-NYHSZ293_rg-zOYT3WzP_yF,,,,,,,,,,,,,,
30,JA 0195,,01/01/1800,,,,Hikayat fi sabab katl al-Baramikah,The Reason for al-Barmakid' s Murder during the Caliphate of Harun al-Rashid,Uzan Père & Sons Press ,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1njZiEAoBajMacaoT44i5Wp1QDK-84UfU,,JA0129-JA0130,,https://drive.google.com/open?id=1h3N1nooZKBdugijZr1yESicWm6nDBOw2,,,,,,,,,,,,,,
20,JA 0186,,01/01/1800,,,,Hikayat Ghanim ibn Ayub,The Story of Ghanim ibn Ayyub,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1pl2lsBt2zIFqnhpee8Vj5DBLNH2uE0ju,https://1000into1night.wordpress.com/5-tale-of-ghanim-bin-ayyub-the-distraught-the-thrall-o-love/,JA0131-JA0132,,https://drive.google.com/open?id=10fAf9UqAO_ppzQ-65vkAV_THqh5ktEbG,,,,,,,,,,,,,,
9,JA 0150,,01/01/1800,,,,Hikayat gharib wa-hulwin yasir la li-hum nazir tusharrihu al-khatir wa-tashfi al-kalb aralil,,J. Guedj Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1rbJwAOKxgn7EWxgm037D1PD0wkhvPl0I,,JA0133a,,https://drive.google.com/open?id=1BmR2hMVZz8uRUoxRxk_Zacvs_nWHjZls,,,Judeo-Arabic; literature,,,,,,,,,,,
29,JA 0194,,01/01/1800,,,,Hikayat Harun al-Rashid maa Khalifah al-sayyad,Harun al-Rashid with Khalifah the Fisherman,"Uzan Père & Sons Press and Fils,",,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1i8NjGEIEjg-rtNevCpuJoqfACgBYJcmz,,JA0133b,,https://drive.google.com/open?id=1AumJ6_6lpENkNlSvl4iXgjwV2ve_OrgX,,,,,,,,,,,,,,
14,JA 0177,,01/01/1800,,,,Hikayat Harun al-Rashid maa Muhamad al-Jawhari,The Story of Harun al-Rashid with Muhammad Al-Jawhari,Uzan Père & Sons Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1OociecGbTWzEAAQJv94Kdmy50CS8t9R6,,JA0136-JA0138,,https://drive.google.com/open?id=1M_FAHZsI3Y4ZgLirXgrFhcusp_P3pWrM,,,,,,,,,,,,,,
31,JA 0196,,01/01/1800,,,,Hikayat hayat al-nufus,The Soul's Life ,Uzan Père & Sons Press ,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1-HibUexWDsrTSecAC1MS_YjJlo5Xeca7,"Appears to be a story of Musa'ab ibn Umair (Musa'ab the good/khayr), a sahab of Prophet Muhammad",JA0139-JA0144,,https://drive.google.com/open?id=13WZ6Cg0qdV3w4qqfyUQQPgu-wqLx5WNo,,,,,,,,,,,,,,
260,JA 0257,,01/01/1800,,,"Maarek, Masud",Hikayat Hayyah bint a-shamash,Hayyah the Shamash's Daughter,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1PfbktU0VIufkVqWBRpDa1fk38n4d4qRA,,JA0145-JA0149,,https://drive.google.com/open?id=1TN5HGRa99bqTAIMJ2tiCgxtz5yEbe6zQ,,,,,,,,,,,,,,
23,JA 0188,,01/01/1800,,,,Hikayat Ibrahim wa-Jamilah,Ibrahim and Jamilah,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1Uh1sUcFX1ATgP3e-I4rTX-ZakhRlZU9h,,,,,,,,,,,,,,,,,,
238,JA 0152-0153,,01/01/1800,,,"Hagège, Daniel",Hikayat ishk al-jamal,The Passion of the Beautiful Boy,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1jRKJxBgI-_N8WRCHAtbutiShYq0VFovA,,JA0150,,https://drive.google.com/open?id=1uOoUatBH7jIDrdnbw5JcAZM6yNmt-xgM,,,Judeo-Arabic; literature,,,,,,,,,,,
183,JA 0427-0429,,01/01/1800,,,"Chemla, Jacob",Hikayat ishk wa-hijran wa-mukhalafat al-adyan,"The Story of Passion, Abandonment, and Conversion",Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/17OcwfeaaID5xrYeSv_BaJ-0FGHbx_U-k,,JA0151a,,https://drive.google.com/open?id=1mfbVog87WVG_q3Botj8ag0_UJ8KEni8M,https://drive.google.com/file/d/1I7Molbv7qNiDE0EZ0tLXdxCoE9DLQz7x/view,,,,,,,,,,,,,
239,JA 0154-0155,,01/01/1800,,,"Hagège, Daniel",Hikayat kasb al-mal wa-bulug al-amal,The Story of Gaining Fortune and the Realization of Hope,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1uVnJ-R7wNZoQoKWTNzMCYLaSCPL8j0qk,,JA0151b,,https://drive.google.com/open?id=1q7MtfQlN7IHig2k1N4B1o2q8djL5Ymw5,,,Judeo-Arabic; literature,,,,,,,,,,,
40,JA 0205,,01/01/1800,,,,Hikayat kaid al-nisa al-adimah o Kamar al-zaman maa Halimah, A Woman-Scorned/Feminine wiles or Kamar al-Zaman and Halima (tale from 1001 nights),Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1zXpVFClGEz4AJaBy4fK3g0Mui1O0Mq1G,,JA0152-0153,,https://drive.google.com/open?id=19tuQlHVRX8N9Wlr2NPFoEYgjr6OySOg1,,,,,,,,,,,,,,
41,JA 0206,,01/01/1800,,,,Hikayat khasail al-nammilah,The Virtues of the Namillah ,Yaakov Guedj Press,al-Daouletli 19,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1IsIamX02arvUmVj55_yPC8mrk2N-asOs,story about King Solomon Shlomo,JA0154-0155,,https://drive.google.com/open?id=1bMsTeLQmjwioY6gWR99f6yOLOTHXZek9,,,Judeo-Arabic; literature,,,,,,,,,,,
295,JA 0360,,01/01/1800,,,"Slouschz, Nahum",Hikayat malkat Sheva maa Shelomoh ha-melekh,,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1ni9TLtAPLZ4ZfrIFG5J8rzO3ehIeMfjy,,JA0156,,https://drive.google.com/open?id=1v4mko19Rza5Pb5U6lJL-ycaMKoe1RXWP,,,Judeo-Arabic; literature,,,,,,,,,,,
42,JA 0207,,01/01/1800,,,,Hikayat mevaser tov,,Simah Levy,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1wrnu4yIxr0t5zM53OHUlTsnLohBimr6X,,JA0157,,https://drive.google.com/open?id=1cLlPZsYhcNRSJG5Wv9SRWrBroU5VWUVH,,,Judeo-Arabic; literature,,,,,,,,,,,
173,JA 0068,,01/01/1800,,,"Bijaoui, Eliyahu",Hikayat Muhamad al-Ajzan includes Bein Zouj As'hab and book list,,Yaakov Guedj Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1O1RY10uJZuSrKo25QNFMKHWnHJryu0eP,,JA0158-JA0167,,https://drive.google.com/open?id=1zGz-rfZQx5V1FE9fG2KA5qQIXPfwSl2m,,,,,,,,,,,,,,
24,JA 0188,,01/01/1800,,,,Hikayat Muhamad al-asir,,Uzan Père & Sons Press & sons,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1QPWi6Hxr3Gfjyq4fgHxj3v9KRzSvw6n_,,JA0168-JA0169,,https://drive.google.com/open?id=1yUPZkrWBgdvDxFJihfk_aFV56qsdsNB7,,,Judeo-Arabic; literature,,,,,,,,,,,
17,JA 0185,,01/01/1800,,,,Hikayat Muhamad al-kaslan,Lazy Muhammad (From 1001 Nights),Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1oFjXFM3ZgCY1eYx59qvVUm42WTgmYdCZ,,JA0168-JA0169,,https://drive.google.com/open?id=1yUPZkrWBgdvDxFJihfk_aFV56qsdsNB7,,,,,,,,,,,,,,
19,JA 0185,,01/01/1800,,,,Hikayat Muhamad al-kaslan,(Abu) Muhammad the Lazy One (From 1001 Nights),Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1oFjXFM3ZgCY1eYx59qvVUm42WTgmYdCZ,,JA0170-JA0172,,https://drive.google.com/open?id=1iBD_5hPLCTH334-P4DGDp2iz7R8kC-A9,,,,,,,,,,,,,,
36,JA 0202,,01/01/1800,,,,Hikayat Naim wa-Naimah,Na'im and Na'imah,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1JVVk9CD1_3rFfXacm4qu4KqVJ70GKR6D,,JA0173,,https://drive.google.com/open?id=1XYQbT_KUCBiBQ8LxyFm_REAq1aXsoTK6,,,Judeo-Arabic; literature,,,,,,,,,,,
