Identifier,Archive Location,Publication Year,ARCGIS_Year,Heb_year,Original_Cal_Type,Author,Title,English_Title,Press,Press Adress,Place,Longitude,Latitude,Accurate,Language_Code,Book_URL,Notes,Thumbnail_Name,Thumbnail_Wiki_URL,Thumbnail_ImageURL,Wiki_URL,WorldCat_Genre,WorldCat_Subject_Tags,WorldCat_Description,WorldCat_Notes,Reason_skipped_subjectTag,Date_Added,Data_Mod,Pages,Rights,MARC2_Tags,Translator,OCLC_Number,Provenance
200,JA 0126,,01/01/1800,,,"Defoe, Daniel",Hikayat Robinson Krusoi,Robinson Crusoe,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1uHX9DG4jcdslDh2Ug6wyDkl4pjrAIzSH,,JA0174,,https://drive.google.com/open?id=1Cd8DF65LtKB40lcald4gZ0jiqn3lPkUR,,,,,,,,,,,,,,
107,JA 0206,1900,01/01/1900,,,,Hikayat sayf al-muluk,Sayf al-Muluk (1001 Nights),Tsemah Halevi Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1bpD-0SzggpAGIt4xuw8_mVm35bHvAfkz,,JA0175-JA0176,,https://drive.google.com/open?id=1mjejSKEajqavp2QFmVqsxfW68I1Eq0eP,,,Judeo-Arabic; literature,,,,,,,,,,,
108,JA 0208-0209,1900,01/01/1900,,,,Hikayat sayf al-muluk wa-badiat al-jamal,Sayf al-Muluk and Princess Badia al-Jamal (1001 Nights),Uzan Father & Sons (40 Rue de maltais),40 Rue de maltais,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1QI3_zGH1IQCBO4Mra8aE3XGNAWp1MU9Y,Libraire Hebraâque Moderne (sold here),JA0177,,https://drive.google.com/open?id=1e2IAg5VikGnXJogNkqAXao027kGvQS43,,,Judeo-Arabic; literature,,,,,,,,,,,
265,JA 0252-0253,1943,1/1/43,,,"Maarik, Tayif Masud",Hikayat zulm al-ibad,The Mistreatment of Human Beings,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1WUfFXAYuW8CDXQBCrE3h40FuLlHFu-RQ,,JA0178,,https://drive.google.com/open?id=1QXLgBU7lgDi3ZSbIVaT3XqrPGsykYnDi,,,Judeo-Arabic; literature,,,,,,,,,,,
267,JL 0472-0474,1950,1/1/50,,,"Maimonides, Moses",Hilkhot ishut [im tafsir beal-Arabi],,"Hadad, Idan, Kohen & Tsaban Press",,Djerba,33.8787981,10.850791,,jrb,,,JA0179,,https://drive.google.com/open?id=1Y3JxxJC5FDvX6eoV6kZ0ruW9lzdmCzXq,,,Jewish; law,,,,,,,,,,,
136,JA 0128,1953,1/1/53,,,,Historyah dil-Yahud dil-Marok bil-Arabiya,History of the Jews of Morocco (in Arabic),Y. Razun Press,7 Rue Rachel Casablanca - Dina Nahmany,Casablanca,33.5731104,-7.5898434,,jrb,https://drive.google.com/open?id=1x1ae1IMmkcmbU6iRXsjJYnvMBGjvwgpG,,JA0180-JA0181,,https://drive.google.com/open?id=1ferMPXYoW6ovpAWNrJ9_atjoyeBGxtb9,,,Judeo-Arabic; literature; Jews; Morocco; History ,,,,,,,,,,,
10,JA 0168-0169,,01/01/1800,,,,Hiyat Shelomoh ha-melekh,King Solomon,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1bYuDxm7-qE7zkIabTJ2wqpsQiXB7NBa8,,JA0182-JA0183,,https://drive.google.com/open?id=1cnDthCRNh-XP6Xv1dcy-jNnjIufPs9Tz,,,,,,,,,,,,,,
11,JA 0168-0169,,01/01/1800,,,,Hiyat Shelomoh ha-melekh,King Solomon,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1bYuDxm7-qE7zkIabTJ2wqpsQiXB7NBa8,,JA0184,,https://drive.google.com/open?id=1IbnywOezbtIunHxNZLtwroNcQRI1PVXq,,,,,,,,,,,,,,
220,KH 0125-0134__,,01/01/1800,,,"Genasiyah, Yosef Ben David",Hok David [Majmua min a-Zohar...u-musar Rabenu Tam min Sefer ha-Yashar ve-taame ha-mitsvot min sefer Haye Avraham],Hok David [Collections from the Zohar and ethics of Rabeinu Tam from Sefer HaYashar and Ta'amei HaMitsvot from Hayyei Avraham],,,Constantine,36.360155,6.642433,,jrb,,,JA0185b,,https://drive.google.com/open?id=1YHrBSmEBS0CbWsxQwEYmHh4_JGhcp3Hp,,,Zohar; Commentaries; Jewish; ethics; Judeo-Arabic; language; Texts ,,,,,,,,,,,
154,HI 0112,1925,1/1/25,,,"Azulay, Hanania Habib",Hosafat magen ha-dat : hoveret alef ... le-hakits nirdamim ... be-ir Dar al-Bitsah ... nidhamim mi-kol ha-kore she-hotsi Refael Bivas,,Magen ha-dat Press,,Tunis,36.8064948,10.1815316,,jrb,,,JA0185a,,https://drive.google.com/open?id=1Ym3EipbFujLNeUsyx-PPo2CQiDWioY_M,,,Jews; Tunisia; History,,,,,,,,,,,
276,BC 0931-0932,1935,1/1/35,,,"Mizrahi, Elijah",Hupat Eliyahu tafsir leshonot ... Eliyahu Mizrahi alav perush Rashi,,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,,,JA0185b,,https://drive.google.com/open?id=1YHrBSmEBS0CbWsxQwEYmHh4_JGhcp3Hp,,,"Bible; Genesis; Commentaries; Rashi,; 1040-1105; Perush; Rashi; _al; ha-Torah ",,,,,,,,,,,
102,JA 0044,1896,01/01/1896,,,,Hurban bet ha-mikdash kisat Hanah kisat Yirmeyahu kisat Zekharyah,"The Destruction of the Beit haMikdash [The Holy Temple], Stories of Hannah, Yirmeyahu, and Zekharia",Al-Dahudyah Press,,Aleppo,36.2021047,37.1342603,,jrb,https://drive.google.com/open?id=1nttGuGhSK8zJwt5WzJeX08PIg8NZaE2a,,JA0186a,,https://drive.google.com/open?id=1k3vxe1M7ydz6MCooS2W_B3FEntVBkFwN,,,,,,,,,,,,,,
211,JA 0380,,01/01/1800,,,"Farhi, Lazzero",Idhhak ya dhu al-ayn,Laugh! O Light of my Eye,Imprimerie Commerciale,28 Rue Sidi El-Adjami,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1VTft1B6pfSIkRC_clMGDNtAtTY09D1_B,,JA0186b,,https://drive.google.com/open?id=1ISxEB3plG_QoA6aFcUNHcKEaBibJ_VwP,,,,,,,,,,,,,,
280,JA 0292,,01/01/1800,,,Nahmanides,Igeret ha-Ramban,Epistle to Yemen (Letters of Rambam),,NA,S.l.,,,,jrb,https://drive.google.com/open?id=1kKiTMqgQFPlJaoea_zKbpnqTc77mCbqE,,JA0187,,https://drive.google.com/open?id=1ab3c7HZX8qzr1WVR1IQodIQNHOngcaxN,,,Jewish; ethics,,,,,,,,,,,
111,JA 0016,1901,01/01/1901,,,,Igeret pitron Mi kamokha sharh Arvi,,Al-dahudiyah of Yeshayah Dayan & Co. Press,,Aleppo,36.2021047,37.1342603,,jrb,https://drive.google.com/open?id=1XmIJJPZoSwikAir21zUzrhHGgcH-4uIc,,JA0188a,,https://drive.google.com/open?id=1Vzqs_WojXChmg-Epv0ykuForaZrAPOGQ,,,Piyutim,,,,,,,,,,,
126,JA 0360,1935,1/1/35,,,,Ilm al-falak,Astronomy [The Science of Orbit (trans. of Re'ashim ve're'amim by Shelomo Arzad)],Uzan Father & Sons (40 Rue de maltais),40 Rue de maltais,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/drive/folders/1YRkdXqG4OcLKuT2A_0iLfQeDLAHu05_n,,JA0188b,,https://drive.google.com/open?id=1oBT25udCu-r4-2rClk_sDSdWObhS9YZw,,,,,,,,,,,,,,
184,JA 0430,,01/01/1800,,,"Chemla, Jacob",Ishk wa-hijran wa-mukhalafat al-adyan,"The Story of Passion, Abandonment, and Conversion",Feuilleton in el-Fajar Journal,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1QkQrIIqPYXNZQqqOf2D7Vlh8eyITijky,,JA0189a,,https://drive.google.com/open?id=132Wm-F-NMsQwa4B_gI_6JVhqWEPxA77B,,,Judeo-Arabic; literature,,,,,,,,,,,
87,JA 0006,1882,02/20/1882,,,,Istawar di Alf Leila wa Leila,History of 1001 Nights,Nissim Zadok,,Oran,35.6970697,-0.6307988,,jrb,https://drive.google.com/open?id=1qrk3NJmzw5Be8P0mb7vwtZFycXI84GWq,20 February 1882,JA0189b,,https://drive.google.com/open?id=1xH8AtJ5BLUFvnamYHHSZhTfJCXEO-Oko,,,,,,,,,,,,,,
254,JA 0216-0219,1957,1/1/57,,,"Josephus, Flavius",Istiwair dal-Yahud,History of the Jews,Hai Haddad Press,,Djerba,33.8787981,10.850791,,jrb,https://drive.google.com/open?id=12p2dhV-4imvgDeEl4owIpAnH9gZJFmpV,,JA0190,,https://drive.google.com/open?id=1PlJHSNHcpvDVKqP5VavxixJWv6uKiw_w,,,Judeo-Arabic; literature; Jews; History; To; 70; AD,,,,,,,,,,,
259,JA 0062,1911,1/1/11,,,"Luria, Isaac ben Solomon",Istiwar dal-Yahud min zaman Ezra hatta lil-yawm,History of the Jews from the Time of Ezra until Now,Uzan Vabrami Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=10Ypgi2k8JBwoYFaewYOGl7RkFk-ySjmD,,JA0191-JA0192,,https://drive.google.com/open?id=17q5OdyN1-XN53JrAYPIYn5ZINZLGWRHY,,,Jews; History; Judeo-Arabic; literature; 586; BC-70; AD ,,,,,,,,,,,
227,JA 0082,1959,1/1/59,,,"Genasiyah, Yosef Ben David",Iyov be-kitsur im masekhet kelim shel Bet ha-mikdash : segulah li-refuat ha-holeh,,Hai Haddad Press,,Djerba,33.8787981,10.850791,,jrb,https://drive.google.com/open?id=1GhZ857mf5_QpuCkdXNLFM_JyGb4twpRi,,JA0193,,https://drive.google.com/open?id=1QKUBitEkEO-7fATkLUeTPjO7tVFDkz1f,,,Judeo-Arabic; literature,,,,,,,,,,,
118,JA 0387,1914,1/1/14,,,,Kais wa-Nais,,publisher not identified,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1b7uJyn_Wg5j4KPluxB-qj-vr-fj0cnmk,,JA0194,,https://drive.google.com/open?id=1QGON3bXKbVUz8ejfE7eiQy_4x0nHcUIk,,,Judeo-Arabic; literature,,,,,,,,,,,
205,RE 0194-0196__,1906,1/1/06,,,"Elijah, al-Hakam Joseph Hayyim ben",Kanun al nisa,Laws of Women,H. mo. l.,,Livorno,43.548473,10.3105674,,jrb,,,JA0195a,,https://drive.google.com/open?id=1B5wWrj9wYcLoLw9TmU2NIpQUv87ViPav,,,Jewish; women; Religious; life; Judeo-Arabic; language; Texts,,,,,,,,,,,
204,JA 0212-0215,1906,1/1/06,,,"Elijah, al-Hakam Joseph Hayyim ben",Kanun al-nisa,Laws of Women,,,Livorno,43.548473,10.3105674,,jrb,https://drive.google.com/open?id=14z-aDKBJOMLx8Fuyc0gGGwo9LPT4_1Wb,,JA0195b,,https://drive.google.com/open?id=14WBZpIU0EQ2EVksiUcdJxNPiE0idytsj,,,Jewish; women; Religious; life; Judeo-Arabic; language; Texts,,,,,,,,,,,
170,JA 0393,1928,1/1/28,,,"ben, Alon Avraham",Kasidah di Yerushalayim,Qasidah of Jerusalem,,,Casablanca,33.5731104,-7.5898434,,jrb,https://drive.google.com/open?id=1Tm7SQnPkmg3GjJPp45NYyzeYVgVyq6lD,,JA0196,,https://drive.google.com/open?id=1hnB38KtizdyNABSkRCVLD5Doxunvs_Tw,,,,,,,,,,,,,,
236,BC 0308-0316,1948,1/1/48,,,"Haddad, Makhlouf",Ke-rahem av,Kerahem av,Idan Kohen and Tsavan Press,,Djerba,33.8787981,10.850791,,jrb,,,JA0197-0198,,https://drive.google.com/open?id=1zG6pev6WFe6_he4WX8d78xU9f-dyzg0q,,,Mishnah; Avot; Sermons,,,,,,,,,,,
185,HO 1520-1521,1924,1/1/24,,,"Cohen, Bension ben Yaakov",Keren ha-tsevi yod-bet derushim ... nidpas bi-shete ha-leshonot,,David Idan & Friends Press,,Djerba,33.8787981,10.850791,,jrb,,,JA0199b,,https://drive.google.com/open?id=1GoHARYtF3HIDKiLt4u9G7YIhLX1F412h,,,Jewish; sermons; ethics; Aggada,,,,,,,,,,,
72,JA 0392,,01/01/1800,,,,Kinat al-mahrubah wa-aks al-sina'iyah,,Imprimerie Universelle,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1Nad2IsRSFA6gEvMWDhrLoCXxP3IWmEp7,,JA0199a,,https://drive.google.com/open?id=1v3LJFlmE7T8kZyCt0cbCy7RJDkYi-0cP,,,Judeo-Arabic; literature,,,,,,,,,,,
214,JA 0379,1909,1/1/09,,,"Farhi, Lazzero",Kinat al-nas alladi matu fi ka-al-abriyah bi-al-zalzlat wa-al-zahkat wa-fayadan al-bahr wa-bi-al-hajar alladi rama jabal al-nar,,Alnasr Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1qHU2gt1ptc7aten-cCbuQDfY0ZKLKdH4,,JA0200-JA0201,,https://drive.google.com/open?id=1HoCtxoEMglBvzVM1c8PRMI4MUxbn3ruE,,,Judeo-Arabic; literature,,,,,,,,,,,
73,JA 0392,,01/01/1800,,,,Kinat ashk al-akabar,The Greatest Passion,Imprimerie Universelle,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1SjzPSRfYEUyRGgdrvEfrI5-ymdB_iDos,,JA0202a,,https://drive.google.com/open?id=1QFGnyq-iHsDDRan1mKwzdhN1fxDRbu9u,,,Judeo-Arabic; literature,,,,,,,,,,,
99,JA 0046,1894,01/01/1894,,,,Kisat al-asfur,The Bird (Sparrow),,,Baghdad,33.3128057,44.3614875,,jrb,https://drive.google.com/open?id=1GT9iAcZHZ9BXo6f9x7JudP6pYv0F4egs,,JA0202b,,https://drive.google.com/open?id=1paIkHCo_Je88NYMj78X6CgX-HCq4pmCE,,,,,,,,,,,,,,
100,JA 0047,1894,01/01/1894,,,,Kisat al-naya wa-abu al-giyyatin,,,,,,,,jrb,https://drive.google.com/open?id=1I5_4hnWgBMh0FSgxbTAYEv3z20IGuzAl,,JA0203,,https://drive.google.com/open?id=19PRkn0oCIoVkOiyohNxhG9WkZd7bF-nS,,,,,,,,,,,,,,
182,JA 0402-0403,,01/01/1800,,,"Chemla, Jacob",Kisat al-Yahud fi Ispanya,The Jews in Spain,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1gQmHFml80U9iPz8b1c0uRSU9czpk10e4,,JA0204,,https://drive.google.com/open?id=1mz8g7TeZyV9e8JYh6yHXG2W2bbLbuFov,,,Jews; Spain; History; Fiction,,,,,,,,,,,
122,JA 0393,1933,1/1/33,,,,Kisat Hanah u-Zekharyah a kabirah,Hannah and Zekhariah,Elisha Shohet Press,,Baghdad,33.3128057,44.3614875,,jrb,https://drive.google.com/open?id=1iidDMHff8eQpgSJilgwQNekRsKgdBGjr,,JA0205,,https://drive.google.com/open?id=1I-Jzn_92ghmo9yjMW8LZsw9dKtN--K9u,,,Judeo-Arabic; literature,,,,,,,,,,,
291,PT 0009,1880,01/01/1880,,,"Schlosberg, L_on",Kisat mujadalah al-uskuf Controverse d'une eveque,A Bishop's Polemics (A Disputation of the Priest),Imprimerie Jacob Schlossberg,Stadt Seitenstettengasse 4,Kisat mugadalah al-uskuf Controverse d'une eveque,48.211719,16.374804,,jrb,https://drive.google.com/open?id=1IdF-XF-78liL3W11mc0yfCHO9SBwwSGj,"The coordinates are precise 48.211719, 16.374804 in that the given press address is now a Holocaust memorial site commemorating the Stadttempel built in 1826 by architect Joseph Kornh_usel. The synagogue is surrounded by apartment buildings (particularly #4) in which the publishing house probably lay.",JA0206a,https://en.wikipedia.org/wiki/The_Book_of_Nestor_the_Priest,https://drive.google.com/open?id=1-ep8lGTaBupZWAUAPoS_EKYyrJJJ0CN1,,,,,,,,,,,,,,
121,JA 0395,1930,1/1/30,,,,Kisat Yehudit,Judith,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1xpqOQxQw8L9mVoCVHOmjE7znW8b5wyOY,,JA0206b,,https://drive.google.com/open?id=1yNynsEDVUSjQh1qON1LMN2smAjVTT9zn,,,,,,,,,,,,,,
127,JA 0396,1936,1/1/36,,,,Kisat Yosef ha-tsadik,Joseph the Righteous,Elisha Shohet Press,,Baghdad,33.3128057,44.3614875,,jrb,https://drive.google.com/open?id=1u2DM4Vo9YFv-w_KUL45povr0qqAr9ezA,,JA0207,,https://drive.google.com/open?id=1S9CywqdLsNv499JPwWH6cdsc4EuC6UYb,,,Joseph; (Son; of; Jacob); Aggada; Judeo-Arabic; literature ,,,,,,,,,,,
78,JA 0400,,01/01/1800,,,,Kissat al-ashik al-ajib,,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1fdyosP8ygoegknPEhXcAtsd2Pqm55MC5,,JA0208-0209,,https://drive.google.com/open?id=111qbjG_p-qgjTqXQQHJMHgSbXSPLfCAp,,,,,,,,,,,,,,
74,JA 0395,,01/01/1800,,,,Kissat al-gharam al-sharif,,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1OUH25FT3kqIhXS37DhA5JQtmbfpfx8WB,,JA0210b,,https://drive.google.com/open?id=16lANrT5-t5ni1sGob4D4a1Ed3yyUl_d1,,,,,,,,,,,,,,
80,JA 0404,,01/01/1800,,,,Kissat al-kahinah,The Kahinah,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1eLYYmPPGiimNYYGt1DxBb8vpI8uyLQlC,,JA0210a,,https://drive.google.com/open?id=10Tcbg7e4D8w-Krp3DO1BDZ9TUaG_Gwgz,,,,,,,,,,,,,,
308,JA 0211,,01/01/1800,,,"Yana, Urdjani",Kissat al-Yahudi,,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1POeBdOPUzIBR0COBJRnx9NS_BfdnY3hN,,JA0211,,https://drive.google.com/open?id=1RoC7YOCy_i8b4lU6k_zWVq97MqcxtJpK,,,Judeo-Arabic; literature,,,,,,,,,,,
262,JA 0260-0261,,01/01/1800,,,"Maarek, Masud",Kissat athmar al-karamah,The Fruits of Dignity,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1ip4MoehHSdRYbxmTOWjQWAgNpoIYWwKi,,JA0212-JA0215,,https://drive.google.com/open?id=17GqwoiLT_8sYwA5a7qvrkegUTR2j1rvt,,,Judeo-Arabic; literature,,,,,,,,,,,
264,JA 0262,1942,1/1/42,,,"Maarek, Masud",Kissat Ester al-jamilah,Esther the Beautiful,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1B4lQpiiBKEh53g_WSTW2LCJJWHBQW7lU,,JA0216-JA0219,,https://drive.google.com/open?id=1m15E1wtusacl5RL4ZejOES4BmGa6mv5j,,,,,,,,,,,,,,
215,JA 0394,1910,1/1/10,,,"Farhi, Lazzero",Kissat idhak ya du al-ayn,Laugh! O Light of my Eye,Alnasr Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1VmjW5hJyJDlLa8GH4eqW_0YecpOIOuu9,,JA0220-JA0221,,https://drive.google.com/open?id=1fZrcOCnkMSrLNvEZqZOv8cQ1Mkg86rYm,,,Judeo-Arabic; literature,,,,,,,,,,,
75,JA 0397-0398,,01/01/1800,,,,Kissat Jinefiaf,Genevieve ,Makhlouf Nadjar Press,,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1rmtqCCr1zDtboaopDzA-VkJ0RlYc_Zft,,JA0222a,,https://drive.google.com/open?id=1c6BbQjrWy5wVFQD_leBTGsbIvYkv13Y_,,,,,,,,,,,,,,
79,JA 0401,,01/01/1800,,,,Kissat marat al-su,Evil Woman,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1m_uKzBPRB2OO1JUzYq24c5Cc7DU8o77l,,JA0222b,,https://drive.google.com/open?id=1_2cM6kApKgGZku5FNgd5hKr4pCBjW5DN,,,,,,,,,,,,,,
76,JA 0399,,01/01/1800,,,,Kissat Shaul ve-David,Shaul and David,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/file/d/1EGmlKAuw3S9ceIe1TRTaGpIXINjsZl3s/view,,JA0223-JA0229,,https://drive.google.com/open?id=1_j3BOa4EtKMVKLzhv_Y5erK00I03OFTW,,,,,,,,,,,,,,
81,JA 0404,,01/01/1800,,,,Kissat wardah,Rose,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1yGMUyG4z-vW6IK6PUNFAfrVLbTWbx5TN,,JA0230b,,https://drive.google.com/open?id=1dTMqMM6mq-gRNFDtOeYcsp2HiliLqb88,,,Judeo-Arabic; literature,,,,,,,,,,,
128,JA 0222,1938,1/1/38,,,,Kitab al-ayyam al-sabkah,The Old Days,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1LhLpPim1l2Z4LQTla06inqd8Ao-5zmXj,,JA0230b,,https://drive.google.com/open?id=1dTMqMM6mq-gRNFDtOeYcsp2HiliLqb88,,,,,,,,,,,,,,
271,JA 0239-0241__,1890,01/01/1890,,,"Mapu, Abraham",Kitab al-hubb wa-al-watan,Love and Nation (The Love of Zion),Uzan & Kastro Press,,Tunis,36.8064948,10.1815316,,jrb,,,JA0230a,,https://drive.google.com/open?id=1wlnihGq5vW3BY5m19BF6zFrWcvzKzqyM,,,Judeo-Arabic; literature,,,,,,,,,,,
125,JA 0222,1934,1/1/34,,,,Kitab al-manam wa-tafsiruhu,The Book of Dreams and their meaning,Uzan Père & Sons Press ,40 Rue des Maltais,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1KJowgV12cOoiFLoaKaAi3sj4VTsPI8Gc,,JA0231-JA0233,,https://drive.google.com/open?id=1xKDFWGTXiFvjPmAUhgWKBPl4zyCrJy8T,,,,,,,,,,,,,,
44,JA 0223-0229,,01/01/1800,,,,Kitab alf dahkah wa-dahkah,1001 Laughs,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/drive/folders/1VMDCF_vGuYEfqqng3DBpzLRB7H05ORnP,,JA0234,,https://drive.google.com/open?id=1ux2K2KHu8-HyFMQUf_bGucRj6YxhryVg,,,,,,,,,,,,,,
71,JA 0377,,01/01/1800,,,,Kitab amthal wa-ibar,Proverbs and Idioms,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1mEIpaDrdjUjIAkz9BACaKPeJJdWe7ezK,,JA0235,,https://drive.google.com/open?id=1CQxk5sg1A8X3iMrFXmkYQb9SJB5Aspci,,,Judeo-Arabic; language; Texts,,,,,,,,,,,
181,JA 0231-0233,1951,1/1/51,,,"Chelli, Shaul Mkiks",Kitab halat al-Yahud fi Frankfurt,The Condition of the Jews of Frankfurt ,Idan Kohen & Tsaban Hadad Press,,Djerba,33.8787981,10.850791,,jrb,https://drive.google.com/drive/folders/1Gkg0hR1sxTnDtYrLn7ksaA86V0xKgnOr,"(either Maaseh Rokeah, or ""From Frankfurt to Baghdad"" 1924 Jerusalem)",,,,,,Jews; Germany; Fiction; Judeo-Arabic; language; Texts ,,,,,,,,,,,
116,JA 0234,1909,1/1/09,,,,Kitab hawaidith a zaman majmuah,The Events of Today Collected,Dangur Press,,Baghdad,33.3128057,44.3614875,,jrb,https://drive.google.com/open?id=1QTyq7I6tIFzo19Ih9PJtSOPVi11olCGy,,JA0237-JA0238,,https://drive.google.com/open?id=14qzUpBvqGXiiNWUYU-Z7B12p3XxOAkmB,,,Judeo-Arabic; literature,,,,,,,,,,,
169,JA 0278,1948,1/1/48,,,"Bekache, Shalom",Kitab kiraat Ahitofel,,Uzan Father & Sons,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1t74auOGfuGPG3dDy1b91SGtEWMwUKk9Z,,,,,,,,,,,,,,,,,,
56,JA 0251,,01/01/1800,,,,Kitab miat hikayah wa-hikayah vol. 1,101 Stories vol. 1,Makhlouf Nadjar Press,Avenue du 12 Avril 1943,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=1ENNPM1uLkYpBhtIm1mbc77o2Pl0i4kj6,,JA0242-JA0243,,https://drive.google.com/open?id=1HHfptP7AfZTc4tZCYArew2nDbpWIyHeW,,,,,,,,,,,,,,
298,JA 0307-0321,1889,01/01/1889,,,"Sue, Eugène",Kitab mistri di Pariz,The Mysteries of Paris by Eugene Sue,Uzan & Kastro Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/drive/folders/1XEvP34YggdEILsi3sA6II-YMvntKV_NC,,JA0244a,,https://drive.google.com/open?id=1ltqcHpjeAuIBlJBjG4h1LClgLaNbjucc,,,,,,,,,,,,,,
45,JA 0235,,01/01/1800,,,,Kitab ruayat Yusuf al-sidik,,Makhlouf Nadjar Press,26 Rue de France 26,Sousse,35.8245029,10.634584,,jrb,https://drive.google.com/open?id=10-5K1wkF_USXZFSfRpClDhw3LZfGFcG3,,JA0244b,,https://drive.google.com/open?id=1qA01KJjBZfgTzPLrkjdMoO2pDoZWRlHq,,,,,,,,,,,,,,
92,JA 0230,1889,01/01/1889,,,,Kitab udhunayn Haman,Haman's Ears,Uzan & Kastro Press,,Tunis,36.8064948,10.1815316,,jrb,https://drive.google.com/open?id=1ACxSYlwWzDjzCwTrgrM_Gm7gF55j0gtN,,JA0245b,,https://drive.google.com/open?id=1GF-4qeJaSEPKvK5QC1QIYkJ4cknbcoxW,,,Judeo-Arabic; literature,,,,,,,,,,,
203,BC 0876-0878,1868,01/01/1868,,,"Abu, Maimon ben Reuven",Kohelet,,Eliyahu Benamozegh and friends Press,,Livorno,43.548473,10.3105674,,jrb,,,JA0245a,,https://drive.google.com/open?id=1z2uuMd_kHV-GAx3lDmYf6uBWgWbkFnL1,,,Kohelet,,,,,,,,,,,
290,JA 0031,1884,01/01/1884,,,"Sassoon, Meir",Kohelet / ve-sharh be-lashon Arvi me-iti...Meir Sason,,"Rabbis Shmuel Halevi Tsukerman, Nahman Fitito, & Hezki Shabtai Press",,Jerusalem,31.768319,35.21371,,jrb,https://drive.google.com/open?id=1gmfYX3SxNXPGkDrvDRkqvscBOIZsgTlx,,JA0246a,,https://drive.google.com/open?id=1EG9D7x7Y-6OoJtvL0Z515N11LC7XNg9d,,,Kohelet,,,,,,,,,,,
162,JA 0072,1892,01/01/1892,,,"Bekache, Chalum",Kokhav Shabetai,,"Shalom Bekash Press (1 Rue Solf_rino 1, Algiers)",1 Rue Solf_rino Alger,Algiers,36.6997294,3.0576199,,jrb,https://drive.google.com/open?id=1-gSZS3uebfAXd6p_X4vJPWMmDpU68tER,,JA0246b,,https://drive.google.com/open?id=15zsz8W9aCd44pZ5rXbTZdAPlGeVU_XK_,,,,,,,,,,,,,,
